"","INSTNM","CITY","STABBR","ZIP","CONTROL","ADM_RATE","SAT_AVG","TUITIONFEE_IN","TUITIONFEE_OUT","UGDS","REGION","DEP_INC_PCT_H2","MD_INC_WDRAW_2YR_TRANS_YR4_RT","IND_COMP_4YR_TRANS_YR4_RT","SD_EARN_WNE_P10","FEMALE_WDRAW_4YR_TRANS_YR6_RT","LO_INC_COMP_2YR_TRANS_YR3_RT","NOLOAN_COMP_ORIG_YR4_RT","OPENADMP","PELL_COMP_4YR_TRANS_YR3_RT","DEATH_YR2_RT","NOLOAN_UNKN_ORIG_YR2_RT","NOT1STGEN_WDRAW_ORIG_YR6_RT","HI_INC_YR8_N","CUML_DEBT_P90","C100_L4"
"1669","Jackson College","Jackson","MI","49201-8399",1,"NULL","NULL","5984","10624","3962",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1670","Kalamazoo College","Kalamazoo","MI","49006-3295",2,"0.7338","1306","46840","46840","1415",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1671","Kalamazoo Valley Community College","Kalamazoo","MI","49003-4070",1,"NULL","NULL","3381","7491","6911",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0598"
"1672","Kellogg Community College","Battle Creek","MI","49017-3397",1,"NULL","NULL","3928","8480","3497",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0704"
"1673","Kirtland Community College","Roscommon","MI","48653",1,"NULL","NULL","4020","8130","1098",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1373"
"1674","Michigan College of Beauty-Monroe","Monroe","MI","48161",3,"NULL","NULL","NULL","NULL","128",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.619"
"1675","Lake Michigan College","Benton Harbor","MI","49022-1899",1,"NULL","NULL","4440","6105","2629",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1676","Lake Superior State University","Sault Ste Marie","MI","49783",1,"0.5816","1148","11427","11427","1912",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1677","Lansing Community College","Lansing","MI","48901-7210",1,"NULL","NULL","3470","9650","11764",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.084"
"1678","Lawrence Technological University","Southfield","MI","48075-1058",2,"0.5964","1163","32190","32190","2191",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1679","M J Murphy Beauty College of Mount Pleasant","Mount Pleasant","MI","48858",3,"NULL","NULL","NULL","NULL","38",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0313"
"1680","Macomb Community College","Warren","MI","48088-3896",1,"NULL","NULL","3375","7649","16146",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0247"
"1681","Madonna University","Livonia","MI","48150-1176",2,"0.7433","1053","20700","20700","2291",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1682","Marygrove College","Detroit","MI","48221-2599",2,"0.4098","1021","22750","22750","283",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1683","Rochester College","Rochester Hills","MI","48307",2,"1","997","22312","22312","987",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1684","University of Michigan-Ann Arbor","Ann Arbor","MI","48109",1,"0.265","1436","14826","47476","29550",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1685","Michigan Barber School Inc","Detroit","MI","48204-2244",2,"NULL","NULL","NULL","NULL","207",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5385"
"1686","Michigan State University","East Lansing","MI","48824-1046",1,"0.7155","1220","14460","39406","38770",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1687","Michigan Technological University","Houghton","MI","49931-1295",1,"0.7449","1277","15074","32318","5829",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1688","University of Michigan-Dearborn","Dearborn","MI","48128-1491",1,"0.6428","1187","12472","24706","6961",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1689","University of Michigan-Flint","Flint","MI","48502-1950",1,"0.6512","1092","10842","21165","5669",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1690","Mid Michigan College","Harrison","MI","48625-9447",1,"NULL","NULL","4597","6847","2913",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0496"
"1691","Monroe County Community College","Monroe","MI","48161-9746",1,"NULL","NULL","3890","7025","2249",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0374"
"1692","Montcalm Community College","Sidney","MI","48885-9723",1,"NULL","NULL","4530","11280","1355",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2114"
"1693","Mr Bela's School of Cosmetology Inc","Warren","MI","48091",3,"NULL","NULL","NULL","NULL","34",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5556"
"1694","Muskegon Community College","Muskegon","MI","49442-1432",1,"NULL","NULL","5550","12310","3411",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0696"
"1695","Altierus Career Education-Southfield","Southfield","MI","48033-4400",2,"NULL","NULL","NULL","NULL","487",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4764"
"1696","North Central Michigan College","Petoskey","MI","49770",1,"NULL","NULL","3952","7882","1578",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0617"
"1697","Northern Michigan University","Marquette","MI","49855-5301",1,"0.7437","1082","10240","15736","6635",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1698","Northwestern Michigan College","Traverse City","MI","49686",1,"NULL","NULL","4106","9425","3515",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1699","Northwood University","Midland","MI","48640-2398",2,"0.6927","1095","26080","26080","2880",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1700","Oakland Community College","Bloomfield Hills","MI","48304-2266",1,"NULL","NULL","2360","4376","9866",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0355"
"1701","Oakland University","Rochester Hills","MI","48309-4401",1,"0.8441","1141","11970","23873","15562",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1702","Olivet College","Olivet","MI","49076",2,"0.7007","NULL","26695","26695","1039",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1703","Port Huron Cosmetology College","Waterford","MI","48329",3,"NULL","NULL","NULL","NULL","50",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1429"
"1704","Kuyper College","Grand Rapids","MI","49525-9781",2,"0.6614","1092","21090","21090","180",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1705","Ross Medical Education Center-Lansing","Lansing","MI","48917",3,"NULL","NULL","NULL","NULL","117",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.687"
"1706","Ross Medical Education Center-Madison Heights","Madison Heights","MI","48071",3,"NULL","NULL","NULL","NULL","154",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4914"
"1707","Ross Medical Education Center-Flint","Flint","MI","48507",3,"NULL","NULL","NULL","NULL","153",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.43"
"1708","Sacred Heart Major Seminary","Detroit","MI","48206-1799",2,"0.875","NULL","19325","19325","284",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1709","Saginaw Valley State University","University Center","MI","48710",1,"0.7384","1101","9819","23063","7498",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1710","Schoolcraft College","Livonia","MI","48152-2696",1,"NULL","NULL","3668","6866","9359",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1711","Siena Heights University","Adrian","MI","49221",2,"0.6712","NULL","25932","25932","2189",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1712","St Clair County Community College","Port Huron","MI","48061-5015",1,"NULL","NULL","4328","10931","2525",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0624"
"1713","Southwestern Michigan College","Dowagiac","MI","49047-9793",1,"NULL","NULL","5025","6525","1767",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.137"
"1714","Specs Howard School of Media Arts","Southfield","MI","48075-3953",3,"NULL","NULL","NULL","NULL","586",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1715","Spring Arbor University","Spring Arbor","MI","49283-9799",2,"0.6702","1118","27750","27750","1835",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1716","Michigan Career and Technical Institute","Plainwell","MI","49080-9254",1,"NULL","NULL","7160","10388","208",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.7"
"1717","Finlandia University","Hancock","MI","49930-1832",2,"0.3564","966","22758","22758","365",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1718","Western Michigan University-Thomas M. Cooley Law School","Lansing","MI","48901",2,"NULL","NULL","NULL","NULL","NULL",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1719","Twin City Beauty College","Saint Joseph","MI","49085",3,"NULL","NULL","NULL","NULL","276",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1720","Walsh College","Troy","MI","48083-5066",2,"NULL","NULL","NULL","NULL","880",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1721","Washtenaw Community College","Ann Arbor","MI","48105-4800",1,"NULL","NULL","2448","5304","10209",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0483"
"1722","Wayne County Community College District","Detroit","MI","48226",1,"NULL","NULL","2838","3842","10143",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0561"
"1723","Wayne State University","Detroit","MI","48202",1,"0.6741","1134","12729","27203","16768",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1724","West Shore Community College","Scottville","MI","49454-0277",1,"NULL","NULL","2930","5810","820",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1458"
"1725","Paul Mitchell the School-Grand Rapids","Kentwood","MI","49512-1781",3,"NULL","NULL","NULL","NULL","94",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0"
"1726","Western Michigan University","Kalamazoo","MI","49008-5200",1,"0.8232","1103","11943","14699","17704",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1727","Western Theological Seminary","Holland","MI","49423-3622",2,"NULL","NULL","NULL","NULL","NULL",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1728","Wright Beauty Academy","Battle Creek","MI","49015",3,"NULL","NULL","NULL","NULL","49",3,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5"
"1729","Academy College","Bloomington","MN","55431-1411",3,"NULL","NULL","17661","17661","56",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1730","Alexandria Technical & Community College","Alexandria","MN","56308",1,"NULL","NULL","5410","5410","1496",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5256"
"1731","American Indian OIC Inc","Minneapolis","MN","55404-2221",2,"NULL","NULL","NULL","NULL","36",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.5357"
"1732","Anoka Technical College","Anoka","MN","55303",1,"NULL","NULL","5584","5584","1541",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2011"
"1733","Anoka-Ramsey Community College","Coon Rapids","MN","55433-3470",1,"NULL","NULL","5059","5059","5364",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1107"
"1734","Augsburg University","Minneapolis","MN","55454",2,"0.6458","1085","37615","37615","2405",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1735","Riverland Community College","Austin","MN","55912-1473",1,"NULL","NULL","5570","5570","1880",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3215"
"1736","Northwest Technical College","Bemidji","MN","56601-4907",1,"NULL","NULL","5480","5480","634",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.4103"
"1737","Bemidji State University","Bemidji","MN","56601",1,"0.662","1105","8677","8677","4399",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1738","Bethany Lutheran College","Mankato","MN","56001",2,"0.7912","1126","26830","26830","523",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1739","Bethel University","Saint Paul","MN","55112",2,"0.835","1181","36210","36210","2777",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1740","Bethel Seminary-St Paul","Saint Paul","MN","55112",2,"NULL","NULL","NULL","NULL","NULL",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1741","Central Lakes College-Brainerd","Brainerd","MN","56401-3900",1,"NULL","NULL","5494","5494","1909",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3631"
"1742","Carleton College","Northfield","MN","55057-4001",2,"0.212","1469","52782","52782","2023",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1743","Concordia College at Moorhead","Moorhead","MN","56562",2,"0.616","1213","38378","38378","1980",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1744","Concordia University-Saint Paul","Saint Paul","MN","55104-5494",2,"0.5487","NULL","21750","21750","2575",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1745","Dakota County Technical College","Rosemount","MN","55068-2999",1,"NULL","NULL","5713","5713","2139",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2939"
"1746","Martin Luther College","New Ulm","MN","56073-3965",2,"0.7061","1194","14680","14680","797",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1747","Lake Superior College","Duluth","MN","55811-3399",1,"NULL","NULL","5153","9483","3285",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2257"
"1748","Cosmetology Careers Unlimited College of Hair Skin and Nails","Duluth","MN","55802",3,"NULL","NULL","NULL","NULL","26",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.25"
"1749","Duluth Business University","Duluth","MN","55807",3,"NULL","NULL","18975","18975","46",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1750","Minnesota State Community and Technical College","Fergus Falls","MN","56537-1000",1,"NULL","NULL","5335","5335","4191",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2803"
"1751","Minnesota West Community and Technical College","Granite Falls","MN","56241",1,"NULL","NULL","5692","10838","1826",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.3359"
"1752","Gustavus Adolphus College","Saint Peter","MN","56082-1498",2,"0.6783","NULL","44080","44080","2170",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1753","Hamline University","Saint Paul","MN","55104-1284",2,"0.6911","1145","40332","40332","2132",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1754","Hazelden Betty Ford Graduate School of Addiction Studies","Center City","MN","55012-0011",2,"NULL","NULL","NULL","NULL","NULL",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1755","Hennepin Technical College","Brooklyn Park","MN","55445",1,"NULL","NULL","5198","5198","4286",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2327"
"1756","Hibbing Community College","Hibbing","MN","55746",1,"NULL","NULL","5310","6491","893",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.36"
"1757","Aveda Institute-Minneapolis","Minneapolis","MN","55414",3,"NULL","NULL","NULL","NULL","443",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.0938"
"1758","Inver Hills Community College","Inver Grove Heights","MN","55076-3224",1,"NULL","NULL","5332","5332","3269",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1126"
"1759","Itasca Community College","Grand Rapids","MN","55744-3397",1,"NULL","NULL","5325","6507","845",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.2273"
"1760","Luther Seminary","Saint Paul","MN","55108-1496",2,"NULL","NULL","NULL","NULL","NULL",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1761","Macalester College","Saint Paul","MN","55105-1899",2,"0.4058","1405","52464","52464","2116",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"1762","South Central College","North Mankato","MN","56003-1920",1,"NULL","NULL","5417","5417","2393",4,"NULL","NULL","NULL","NULL","NULL","NULL","NULL","1","NULL","NULL","NULL","NULL","NULL","NULL","0.1476"
