"X1","Date","AveragePrice","Total Volume","4046","4225","4770","Total Bags","Small Bags","Large Bags","XLarge Bags","type","year","region"
37,2017-04-16,1.5,533442.27,329067.9,75100.84,127.13,129146.4,73084.25,56062.15,0,"conventional",2017,"MiamiFtLauderdale"
49,2017-01-22,0.84,7308.25,139.19,1459.2,0,5709.86,1493.79,4216.07,0,"organic",2017,"Indianapolis"
4,2015-11-29,0.99,22617999.38,8094803.56,9003178.41,731008.41,4789009,3901953.04,856560.34,30495.62,"conventional",2015,"TotalUS"
45,2017-02-05,1.31,21376.32,2161.38,5646.59,11.84,13556.51,13372.37,184.14,0,"organic",2017,"WestTexNewMexico"
21,2016-07-31,1.15,673588.45,144730.95,178801.08,19083.49,330972.93,200378.09,129901.78,693.06,"conventional",2016,"Denver"
42,2016-03-06,1.21,18148.41,1836.96,8499.93,0,7811.52,7772.41,39.11,0,"organic",2016,"SanDiego"
38,2016-04-03,0.95,147520.15,50791.46,28964.32,21041.99,46722.38,22994.03,21163.82,2564.53,"conventional",2016,"Columbus"
10,2015-10-18,0.99,4866607.14,93569.28,4025382.16,5421.22,742234.48,661214.66,81018.08,1.74,"conventional",2015,"Northeast"
4,2015-11-29,1.08,108444.41,3079.44,65254.08,10854.59,29256.3,17455.74,9975.21,1825.35,"conventional",2015,"Indianapolis"
23,2016-07-17,2,5499.33,1440.8,2535.31,0,1523.22,1523.22,0,0,"organic",2016,"StLouis"
8,2018-01-28,1.23,5680957.63,418911.03,3730287.55,8112.22,1523646.83,1278588.12,242866.49,2192.22,"conventional",2018,"Northeast"
0,2016-12-25,0.97,648358.72,257456.07,148591.65,827.53,241483.47,87168.19,154236.11,79.17,"conventional",2016,"MiamiFtLauderdale"
14,2017-09-24,2.2,16058.2,351.12,3638.62,0,12068.46,2048.66,10019.8,0,"organic",2017,"CincinnatiDayton"
45,2016-02-14,1.14,87228.1,2425.21,52891.65,1332.2,30579.04,19080.09,11498.95,0,"conventional",2016,"Pittsburgh"
25,2015-07-05,1.18,216118.9,30803.29,73470.29,40602.17,71243.15,67865.26,3377.89,0,"conventional",2015,"Charlotte"
32,2015-05-17,1.35,11092.7,8380.26,445.77,0,2266.67,2266.67,0,0,"organic",2015,"DallasFtWorth"
29,2016-06-05,1.58,10195.92,222.38,4199.73,464.78,5309.03,4237.68,1071.35,0,"organic",2016,"RaleighGreensboro"
15,2016-09-11,1.59,18422.92,2500.57,13057.42,0,2864.93,1950.17,914.76,0,"organic",2016,"SanDiego"
16,2017-09-10,1.51,24664.15,322.83,178.36,7.37,24155.59,24150.68,4.91,0,"organic",2017,"HarrisburgScranton"
4,2015-11-29,1.41,35852.68,719.36,21285.35,8.89,13839.08,13839.08,0,0,"conventional",2015,"Syracuse"
29,2017-06-11,1.04,112253.93,2251.92,46391.41,159.38,63451.22,17357.08,45674.42,419.72,"conventional",2017,"Louisville"
17,2016-08-28,1.32,10186.67,868.26,4898.92,0,4419.49,352.31,4067.18,0,"organic",2016,"Columbus"
34,2017-05-07,1.79,2897.23,89.53,315.14,0,2492.56,2492.56,0,0,"organic",2017,"Albany"
47,2015-02-01,0.95,489224.51,358731.15,50048.43,180.21,80264.72,26854.75,53409.97,0,"conventional",2015,"Orlando"
10,2016-10-16,1.6,453605.17,6472.04,345051.11,4742.43,97339.59,97339.59,0,0,"conventional",2016,"Boston"
48,2017-01-29,1.43,9208.26,332.61,3466.84,214.77,5194.04,4009.54,1184.5,0,"organic",2017,"SouthCarolina"
5,2018-02-18,1.64,4747.13,271.98,1421.43,0,3053.72,1301.83,1751.89,0,"organic",2018,"Spokane"
26,2016-06-26,1.5,5867.74,2331.84,142.57,0,3393.33,3370,23.33,0,"organic",2016,"Tampa"
18,2015-08-23,1.04,5197578.46,2160130.08,2054710.68,107786.51,874951.19,709163.29,165723.93,63.97,"conventional",2015,"West"
36,2017-04-23,1.14,93656.08,41816.24,2688.06,9753.54,39398.24,39291.24,85.45,21.55,"conventional",2017,"Boise"
28,2015-06-14,1.35,65184.56,547.63,27340.54,2737.16,34559.23,34559.23,0,0,"conventional",2015,"Syracuse"
16,2017-09-10,1.81,24831.19,8554.15,657.97,0,15619.07,15605.74,13.33,0,"organic",2017,"DallasFtWorth"
24,2016-07-10,1.73,1909.68,38.29,1293.21,0,578.18,546.67,31.51,0,"organic",2016,"GrandRapids"
19,2016-08-14,1.27,169421.1,15863.47,79507.42,4255.36,69794.85,39950.23,28559.62,1285,"conventional",2016,"Indianapolis"
9,2016-10-23,1.23,75593.36,1616.09,37427.37,314.87,36235.03,10839.29,25395.74,0,"conventional",2016,"Louisville"
14,2015-09-20,1.35,11150.19,1462.34,6346.51,519.67,2821.67,2818.89,2.78,0,"organic",2015,"BaltimoreWashington"
32,2016-05-15,0.89,422276.07,153126.16,137072.54,6161.52,125915.85,69081.36,56332.31,502.18,"conventional",2016,"SouthCarolina"
32,2017-05-21,1.71,1210560.61,166985.41,351498.5,4322.99,687753.71,436225.68,251528.03,0,"organic",2017,"TotalUS"
8,2015-11-01,1.88,5003.8,1735.17,3115.3,0,153.33,153.33,0,0,"organic",2015,"LasVegas"
13,2015-09-27,1.47,12416.96,8647.11,58.47,0,3711.38,3711.38,0,0,"organic",2015,"Houston"
47,2016-01-31,0.8,892702.46,167669.42,270481.63,27489.66,427061.75,45613.25,381448.5,0,"conventional",2016,"Denver"
22,2015-07-26,1.15,2664424.22,531729.96,1239353.81,199553.32,693787.13,638982.26,53809.21,995.66,"conventional",2015,"Midsouth"
14,2015-09-20,1.2,161443.98,25922.66,46906.06,41261.83,47353.43,38940.45,8412.98,0,"conventional",2015,"Charlotte"
12,2015-10-04,1.68,4466.07,58.49,2719.94,405.8,1281.84,993.33,288.51,0,"organic",2015,"RichmondNorfolk"
0,2017-12-31,1.1,559149.89,167408.78,182686.49,699.05,208355.57,161594.74,46404.85,355.98,"conventional",2017,"Seattle"
19,2016-08-14,1.54,7697.63,652.47,3940.51,0,3104.65,602.27,2502.38,0,"organic",2016,"Columbus"
20,2017-08-13,1.85,129688.16,2791.66,38100,837.16,87959.34,85427.32,2532.02,0,"organic",2017,"Midsouth"
13,2017-10-01,1.45,213952.02,37491.09,115716.48,192.67,60551.78,56521.74,4030.04,0,"conventional",2017,"HarrisburgScranton"
41,2017-03-19,1.68,9218.04,303.46,6026.24,0,2888.34,1116.44,1771.9,0,"organic",2017,"CincinnatiDayton"
40,2016-03-20,1.1,96605.4,9650.76,29926.72,3.07,57024.85,51792.12,5232.73,0,"organic",2016,"LosAngeles"
45,2017-02-19,1.36,3526205.21,321067.02,2259557.92,21331.82,924248.45,848018.16,75165.19,1065.1,"conventional",2017,"Northeast"
22,2017-07-30,1.22,170792.43,87045.12,20908.3,1144.77,61694.24,52483.91,8793.66,416.67,"conventional",2017,"Columbus"
10,2015-10-18,1.25,92599.79,57713.02,9666.15,834.92,24385.7,14116.28,10269.42,0,"conventional",2015,"Jacksonville"
2,2016-12-11,1.08,1468901.87,724148.87,330240.87,3599.85,410912.28,382366.52,24588.8,3956.96,"conventional",2016,"Plains"
33,2015-05-10,0.98,325085.14,148053.33,117101.65,4266.19,55663.97,36501.34,19162.63,0,"conventional",2015,"LasVegas"
29,2015-05-31,1.39,13968.18,5389.41,5289.93,0,3288.84,1948.63,1340.21,0,"organic",2015,"WestTexNewMexico"
20,2017-08-13,2.29,11388.25,140.56,4659.38,135.63,6452.68,6441.72,10.96,0,"organic",2017,"RaleighGreensboro"
27,2017-06-25,1.75,125035.1,2567.52,50700.82,1147.57,70619.19,38193.8,32425.39,0,"organic",2017,"Midsouth"
42,2017-03-12,1.32,673601.39,138467.07,157143.73,18699.79,359290.8,134714.53,224576.27,0,"conventional",2017,"Denver"
27,2015-06-21,1.19,255431.85,44179.19,128614.97,3182.4,79455.29,76907.65,1624.65,922.99,"conventional",2015,"HarrisburgScranton"
0,2016-12-25,1.43,12022.95,715.07,7537.57,0,3770.31,540,3230.31,0,"organic",2016,"SanDiego"
32,2015-05-17,1.06,487024.66,210129.55,162760.11,19253.03,94881.97,94742.82,0,139.15,"conventional",2015,"Portland"
38,2017-04-09,1.92,2209.82,159.65,189.67,0,1860.5,1860.5,0,0,"organic",2017,"Albany"
0,2018-03-25,1.36,23169.17,371.93,239.04,9.87,22548.33,22545,3.33,0,"organic",2018,"HarrisburgScranton"
8,2015-11-01,1.04,340746.59,112432.15,67252.29,104529.5,56532.65,35176.99,1106.6,20249.06,"conventional",2015,"Detroit"
41,2016-03-13,1.7,4131.98,280.07,2080.98,625.97,1144.96,1144.96,0,0,"organic",2016,"Charlotte"
47,2017-02-05,0.81,7545938.97,3878267.73,1537592.22,10563.99,2119515.03,1194582.55,919049.98,5882.5,"conventional",2017,"Southeast"
52,2017-01-01,1.23,66616.54,22474.95,4797.17,17.37,39327.05,37358.81,1968.24,0,"organic",2017,"SouthCentral"
20,2017-08-13,1.2,8220.25,164.92,93.1,0,7962.23,7945.56,16.67,0,"organic",2017,"NewOrleansMobile"
17,2017-09-03,1.34,188701.54,76965.28,42751.23,76.41,68908.62,57883.39,10273.89,751.34,"conventional",2017,"Nashville"
20,2015-08-09,1.1,1563915.04,23326.28,1290583.13,976.16,249029.47,218715.85,30313.62,0,"conventional",2015,"NewYork"
46,2017-02-12,0.77,750095.92,122056.9,182222.43,664.53,445152.06,359133.78,85567.69,450.59,"conventional",2017,"Seattle"
45,2016-02-14,1.75,3610.52,307.68,1674.06,502.11,1126.67,1126.67,0,0,"organic",2016,"Charlotte"
0,2018-03-25,0.84,965185.06,438526.12,199585.9,11017.42,316055.62,153009.89,160999.1,2046.63,"conventional",2018,"WestTexNewMexico"
12,2016-10-02,1.9,2988.84,149.34,1570.51,0,1268.99,842.78,426.21,0,"organic",2016,"Indianapolis"
16,2016-09-04,2.08,29892.84,91.7,27757.81,0,2043.33,2043.33,0,0,"organic",2016,"Chicago"
7,2015-11-08,0.96,489339.78,2347.38,453089.14,132.37,33770.89,33362,408.89,0,"conventional",2015,"NorthernNewEngland"
3,2018-03-04,1.4,145608.11,14856.48,27596.01,0,103155.62,103108.51,47.11,0,"organic",2018,"LosAngeles"
30,2015-05-31,1.93,17646.52,3348.56,11206.98,649.64,2441.34,2441.34,0,0,"organic",2015,"NewYork"
19,2017-08-20,1.85,107274.72,11650.4,43213.82,149.8,52260.7,52260.7,0,0,"organic",2017,"NewYork"
50,2017-01-15,1.45,9692.83,344.06,3697.15,253.5,5398.12,4430.4,967.72,0,"organic",2017,"SouthCarolina"
9,2018-01-21,1.16,482904.74,312991.46,36478.07,1521.7,131913.51,72049.51,59856.21,7.79,"conventional",2018,"Orlando"
46,2016-02-07,1.49,13712.44,1451,4199.43,37.92,8024.09,7913.5,110.59,0,"organic",2016,"WestTexNewMexico"
17,2017-09-03,1.62,671504.54,58996.88,435940.98,5348.28,171218.4,168300.59,547.81,2370,"conventional",2017,"BaltimoreWashington"
40,2017-03-26,0.84,910903.81,533119.84,65918.97,17073.66,294791.34,139768.43,155022.91,0,"conventional",2017,"WestTexNewMexico"
20,2017-08-13,1.8,68831.83,1263.24,22638.51,57.32,44867.19,33840.62,11026.57,0,"organic",2017,"Plains"
4,2015-11-29,0.8,839818.87,477944.48,244879.52,6211.5,110783.37,96799.4,13967.44,16.53,"conventional",2015,"DallasFtWorth"
45,2017-02-19,1.56,39978.99,849.87,32225.71,0,6903.41,6224.38,679.03,0,"organic",2017,"HartfordSpringfield"
2,2018-03-11,1.26,80611.01,28399.47,2279.82,12280.5,37651.22,28668.38,8931.77,51.07,"conventional",2018,"Boise"
8,2016-10-30,1.68,3139833.5,1126017.42,1186843.99,92064.47,734907.62,686375.28,25241.6,23290.74,"conventional",2016,"California"
12,2016-10-02,1.87,1610.43,4,1353.25,0,253.18,226.67,26.51,0,"organic",2016,"Louisville"
24,2015-07-12,1.72,13720.73,5333.14,7961.62,0,425.97,425.97,0,0,"organic",2015,"Sacramento"
42,2016-03-06,1.55,3800.32,78.11,3156.52,0,565.69,558.14,7.55,0,"organic",2016,"Roanoke"
23,2017-07-23,2.04,10327.71,2881.74,3345.03,0,4100.94,4090.02,10.92,0,"organic",2017,"PhoenixTucson"
24,2015-07-12,1.24,402706.71,235985.01,79717.36,87.27,86917.07,61873.39,24836.74,206.94,"conventional",2015,"MiamiFtLauderdale"
34,2015-05-03,1,634213.1,538403.48,28568.26,1059.73,66181.63,32520.82,33660.81,0,"conventional",2015,"Atlanta"
7,2017-11-12,1.15,5637795,2309785,1882561,108415,1337035,1248089,30662,58284,"conventional",2017,"California"
12,2016-10-02,1.25,266892.47,83699.68,49320.17,7837.66,126034.96,118414.21,7604.7,16.05,"conventional",2016,"Detroit"
48,2017-01-29,1.01,3799154.1,593815.23,1631554.73,181118.9,1392665.24,891429.94,485161.76,16073.54,"conventional",2017,"GreatLakes"
2,2015-12-13,1.6,1529.16,424.7,0,0,1104.46,1104.46,0,0,"organic",2015,"NewOrleansMobile"
23,2016-07-17,1.59,192800.93,21165.43,91337.45,7.76,80290.29,80258.73,31.56,0,"organic",2016,"California"
36,2015-04-19,1.26,13856.85,12200.72,522.8,0,1133.33,1133.33,0,0,"organic",2015,"Houston"
37,2016-04-10,1.68,14563.78,2.41,548.12,0,14013.25,11818.63,2194.62,0,"organic",2016,"Boston"
44,2017-02-26,0.99,171145,34520.03,6936.39,0,129688.58,117252.31,12436.27,0,"organic",2017,"SouthCentral"
33,2016-05-08,1,569710.14,171748.12,307614.01,19761.74,70586.27,69357.77,5.84,1222.66,"conventional",2016,"Sacramento"
1,2016-12-18,1.06,131322.27,55604.5,31791.33,2522.96,41403.48,38839.35,2461.41,102.72,"conventional",2016,"Columbus"
6,2018-02-11,0.99,234557.28,134245.82,14759.96,521.63,85029.87,34342.57,50597.3,90,"conventional",2018,"Jacksonville"
9,2015-10-25,1.77,4663.44,600.72,1367.39,589.03,2106.3,2089.42,16.88,0,"organic",2015,"SouthCarolina"
41,2015-03-15,1.27,110128.66,76237.55,8987.99,999.8,23903.32,17130.38,6772.94,0,"conventional",2015,"Jacksonville"
14,2016-09-18,1.05,175928.62,72171.22,27540.24,84.22,76132.94,23455.33,52677.61,0,"conventional",2016,"Jacksonville"
4,2015-11-29,1.96,2617.44,142.69,1404.09,638.12,432.54,425.87,6.67,0,"organic",2015,"Charlotte"
22,2016-07-24,1.36,247275.14,42713.11,103033.69,272.62,101255.72,92482.57,553.15,8220,"conventional",2016,"HarrisburgScranton"
20,2015-08-09,1.82,10066.22,7476.75,1473.42,0,1116.05,880,236.05,0,"organic",2015,"PhoenixTucson"
33,2017-05-14,1.39,33955.6,10106.86,14.14,0,23834.6,23749.3,85.3,0,"organic",2017,"Houston"
46,2016-02-07,0.7,7606351.8,3823016,1930304.29,804558.25,1048473.26,756322.54,197394.7,94756.02,"conventional",2016,"SouthCentral"
49,2015-01-18,1.25,152671.15,26462.87,40475.81,38677.39,47055.08,33996.73,13058.35,0,"conventional",2015,"Charlotte"
50,2015-01-11,1.46,46687.01,8691.73,33361.78,13.48,4620.02,223.33,4396.69,0,"organic",2015,"Seattle"
36,2015-04-19,0.88,6612422.28,3118686.39,2557271.66,87250.83,849213.4,608287.23,240723.48,202.69,"conventional",2015,"West"
16,2015-09-06,1.83,147088.73,42937.96,53808.76,33.63,50308.38,3184.13,47124.25,0,"organic",2015,"West"
2,2018-03-11,1.08,765746.37,50349.63,662866.85,1245.98,51283.91,27070.31,23244.71,968.89,"conventional",2018,"NorthernNewEngland"
40,2015-03-22,1.37,13824.58,11611.97,1541.11,0,671.5,659.15,12.35,0,"organic",2015,"PhoenixTucson"
5,2015-11-22,1.49,584276.79,95222.99,249686.75,3686.28,235680.77,99537.47,136143.3,0,"organic",2015,"TotalUS"
11,2016-10-09,1.34,5375978.5,2021375.04,1750074.56,123430.31,1481098.59,1379624.2,74894.96,26579.43,"conventional",2016,"California"
33,2015-05-10,1.6,1417.42,348.97,0,0,1068.45,1065.12,3.33,0,"organic",2015,"NewOrleansMobile"
7,2018-02-04,1.53,1384683.41,117922.52,287724.61,1703.52,977084.84,774695.74,201878.69,510.41,"organic",2018,"TotalUS"
15,2017-09-17,1.61,1154925.12,71450.66,693111.36,408.14,389954.96,355131.24,34823.72,0,"conventional",2017,"NewYork"
40,2015-03-22,1.29,13176.92,9505.21,765.04,0,2906.67,2906.67,0,0,"organic",2015,"DallasFtWorth"
5,2018-02-18,1.64,11078.27,1473.68,1915.56,0,7689.03,7665.64,23.39,0,"organic",2018,"LasVegas"
25,2016-07-03,1.69,3136.55,403.35,1599.9,0,1133.3,7.51,1125.79,0,"organic",2016,"Spokane"
30,2017-06-04,1.73,590580.03,5139.73,460653.96,3075.67,121710.67,115907.4,5366.6,436.67,"conventional",2017,"Boston"
32,2017-05-21,1.52,252331.06,72450.49,48371.97,249.55,131259.05,19903.15,111355.9,0,"organic",2017,"West"
32,2017-05-21,1.64,764241.14,67698.15,496380.19,123099.28,77063.52,67000.24,2740.06,7323.22,"conventional",2017,"Chicago"
3,2015-12-06,1,2981347.2,401676.14,1680591.43,398320.64,500758.99,325850,124306.44,50602.55,"conventional",2015,"GreatLakes"
43,2015-03-01,1.01,647014.16,484615.92,60307.81,41.65,102048.78,45516.03,56532.75,0,"conventional",2015,"MiamiFtLauderdale"
1,2015-12-20,1.13,135427.66,40333.06,23867.6,40.52,71186.48,59160.36,12026.12,0,"conventional",2015,"StLouis"
12,2016-10-02,1.79,13087.01,11038.28,1697.21,15.1,336.42,100.68,235.74,0,"organic",2016,"Denver"
4,2016-11-27,1.57,73261.05,1006.16,50581.93,12.21,21660.75,21641.31,0,19.44,"conventional",2016,"BuffaloRochester"
5,2016-11-20,1.75,11140.07,1377.62,3897.77,2.85,5861.83,5848.5,13.33,0,"organic",2016,"WestTexNewMexico"
34,2016-05-01,0.79,7158300.84,2324813.13,2013820.54,131269.35,2688397.82,1975170.33,706418.43,6809.06,"conventional",2016,"West"
6,2016-11-13,1.31,140702.87,51958.36,22430.56,212.95,66101,26430.57,39670.43,0,"conventional",2016,"Jacksonville"
41,2015-03-15,0.75,827795.25,610496.24,115089.7,13114.91,89094.4,86399.27,2695.13,0,"conventional",2015,"WestTexNewMexico"
10,2018-01-14,1.57,2808.84,44.77,587.12,5.12,2171.83,2171.83,0,0,"organic",2018,"Jacksonville"
15,2017-09-17,1.59,281832.66,17182.07,213664.48,1190.12,49795.99,18883.66,30805.66,106.67,"conventional",2017,"NorthernNewEngland"
47,2016-01-31,1.2,70174.79,1181.04,41173.79,33.29,27786.67,27245.24,541.43,0,"conventional",2016,"Syracuse"
35,2017-04-30,2.39,6331.52,2222.42,3238.73,1.35,869.02,865.28,3.74,0,"organic",2017,"Sacramento"
31,2016-05-22,1.26,7645.75,3.81,249.99,0,7391.95,7391.95,0,0,"organic",2016,"NorthernNewEngland"
37,2015-04-12,1.76,1912.15,79.59,1201.62,0,630.94,486.67,144.27,0,"organic",2015,"Indianapolis"
13,2017-10-01,2.08,132771.77,31036.76,59948.6,0,41786.41,41755.45,30.96,0,"organic",2017,"California"
5,2018-02-18,1.21,121002.8,32928.15,18278.91,1037.34,68758.4,40103.96,28647.77,6.67,"conventional",2018,"Pittsburgh"
14,2015-09-20,0.98,559818.31,381034.21,76606.11,58.29,102119.7,47692.12,54427.58,0,"conventional",2015,"MiamiFtLauderdale"
48,2015-01-25,1.66,5758.68,2421.36,3050.67,0,286.65,273.33,13.32,0,"organic",2015,"LasVegas"
5,2015-11-22,0.98,115300.79,77130.61,8054.18,301.94,29814.06,10738.71,19075.35,0,"conventional",2015,"Jacksonville"
23,2017-07-23,2.61,25301.81,729,12909.58,11.45,11651.78,484.21,11167.57,0,"organic",2017,"Seattle"
44,2016-02-21,1.04,417205.77,270173.33,61591.16,1996.32,83444.96,55736.39,27708.57,0,"conventional",2016,"Atlanta"
19,2015-08-16,1.45,32252.93,10281.75,5062.53,10.4,16898.25,661.81,16236.44,0,"organic",2015,"Denver"
35,2016-04-24,1.29,61993.61,4954.72,21249.79,3329.15,32459.95,16741.92,15718.03,0,"organic",2016,"Plains"
13,2016-09-25,1.19,264726.41,141795.96,34973.15,892.33,87064.97,58016.11,14213.86,14835,"conventional",2016,"NewOrleansMobile"
18,2016-08-21,1.07,256195.06,3838.13,118303.09,1922.26,132131.58,28706.18,102390.4,1035,"conventional",2016,"CincinnatiDayton"
48,2015-01-25,1.66,3313.55,611.87,2325.24,3.65,372.79,226.67,146.12,0,"organic",2015,"Spokane"
18,2015-08-23,2.11,1553.92,315.82,1027.34,9.34,201.42,0,201.42,0,"organic",2015,"Spokane"
16,2015-09-06,0.58,1390417.77,937165.6,293505.07,6101.99,153645.11,93116.34,60528.77,0,"conventional",2015,"PhoenixTucson"
9,2018-01-21,1.08,4824586.17,939693.95,1678615.71,599358.14,1606918.37,1091946.07,411120.89,103851.41,"conventional",2018,"GreatLakes"
15,2017-09-17,1.93,158623.92,3307.02,36351.09,628.33,118337.48,102794.03,15543.45,0,"organic",2017,"Midsouth"
41,2016-03-13,1.59,11340.53,2152.69,2872.73,0,6315.11,2743.79,3571.32,0,"organic",2016,"Philadelphia"
0,2016-12-25,1.27,5601.65,475.04,37.97,0,5088.64,2863.33,2225.31,0,"organic",2016,"Orlando"
40,2017-03-26,1.71,149479.58,1890.37,71916.37,25542.69,50130.15,32426.3,6541.93,11161.92,"conventional",2017,"GrandRapids"
36,2017-04-23,1.47,156137.58,85993.83,16104.95,78.16,53960.64,25194.97,28670.67,95,"conventional",2017,"Jacksonville"
44,2015-02-22,1.67,1347.62,14.29,658.47,0,674.86,443.33,231.53,0,"organic",2015,"Louisville"
36,2015-04-19,1.08,797021.22,129744.18,544167.43,6231.67,116877.94,44279.02,72598.92,0,"conventional",2015,"Denver"
22,2017-07-30,1.73,59314.22,1456.22,16781.86,45.32,41030.82,31277.63,9753.19,0,"organic",2017,"Plains"
3,2017-12-10,1.53,16639.95,3195.45,333.74,0,13110.76,9916.06,3194.7,0,"organic",2017,"DallasFtWorth"
40,2016-03-20,0.94,273647.06,148492.54,30606.51,1534.28,93013.73,77772.96,15240.77,0,"conventional",2016,"NewOrleansMobile"
4,2018-02-25,1.72,112128.84,12369.59,43197.79,217.92,56343.54,56343.54,0,0,"organic",2018,"NewYork"
5,2015-11-22,0.99,216767.98,123208.85,42099.26,8114.19,43345.68,34239.23,9106.45,0,"conventional",2015,"SouthCarolina"
2,2016-12-11,1.53,5358.18,1761.25,573.98,0,3022.95,947.22,2075.73,0,"organic",2016,"StLouis"
26,2017-07-02,1.45,407584.72,258323.53,61821.63,235.54,87204.02,23812.96,55106.06,8285,"conventional",2017,"Tampa"
48,2017-01-29,1.32,604106.12,5792.32,464828.97,6111.1,127373.73,126000.39,1373.34,0,"conventional",2017,"Boston"
39,2016-03-27,1.48,8926.81,2454.14,3700.8,0,2771.87,820,1951.87,0,"organic",2016,"Atlanta"
11,2016-10-09,1.25,233898.8,114410.24,41719.96,401.91,77366.69,49871.41,16720.28,10775,"conventional",2016,"NewOrleansMobile"
3,2018-03-04,2.07,25055.39,9521.74,10818.1,0,4715.55,4715.55,0,0,"organic",2018,"SanFrancisco"
46,2016-02-07,0.87,271355.48,76562.84,80994.41,32.76,113765.47,71787.46,41934.23,43.78,"conventional",2016,"StLouis"
17,2016-08-28,1.39,3938.37,114.1,60.94,0,3763.33,3723.33,40,0,"organic",2016,"Tampa"
48,2015-01-25,1.23,38078.07,28037.64,1355.8,0,8684.63,8684.63,0,0,"organic",2015,"LosAngeles"
3,2016-12-04,0.98,728191.35,267955.8,173005.48,50.7,287179.37,89646.48,197097.05,435.84,"conventional",2016,"MiamiFtLauderdale"
0,2015-12-27,1.94,4595.5,1188.98,2391.02,0,1015.5,701.41,314.09,0,"organic",2015,"LasVegas"
2,2015-12-13,1.94,13713.65,1379.97,12152.1,0,181.58,181.58,0,0,"organic",2015,"SanFrancisco"
38,2017-04-09,1.28,1868022.01,888870.09,497864.55,9239.84,472047.53,450706,5367.56,15973.97,"conventional",2017,"Plains"
10,2015-10-18,1.97,969.29,10.31,158.07,0,800.91,800.91,0,0,"organic",2015,"Albany"
3,2016-12-04,1.55,2945.91,102.91,5.82,0,2837.18,2061.25,775.93,0,"organic",2016,"NewOrleansMobile"
36,2015-04-19,1.12,1801956.87,1055547.01,433296.82,33180.04,279933,272779.43,5725.48,1428.09,"conventional",2015,"Plains"
7,2017-11-12,1.33,2631186,670773,1022489,18762,919162,735347,181873,1942,"conventional",2017,"Midsouth"
37,2015-04-12,1.1,274985.46,71379.06,72736.73,37443.69,93425.98,92113.02,1312.96,0,"conventional",2015,"RaleighGreensboro"
23,2017-07-23,1.3,382711.86,183065.16,83184.47,1969.67,114492.56,86140.03,22272.11,6080.42,"conventional",2017,"SouthCarolina"
5,2016-11-20,1.29,99930.79,40938.28,8785.62,86.33,50120.56,35284.71,14835.85,0,"conventional",2016,"StLouis"
40,2017-03-26,1.51,81982.77,5449.39,23565.89,1102.12,51865.37,21163.88,30701.49,0,"organic",2017,"Plains"
46,2015-02-08,1.73,5749.75,56.66,2117.25,855.4,2720.44,2635.69,84.75,0,"organic",2015,"RaleighGreensboro"
33,2015-05-10,1.08,735145.02,148762.57,454026.16,16724.31,115631.98,49343.56,66285.96,2.46,"conventional",2015,"Denver"
19,2016-08-14,0.69,1325974.87,795943.96,228315.48,11523.66,290191.77,136243.88,153947.89,0,"conventional",2016,"PhoenixTucson"
12,2015-10-04,0.97,269072.2,69916.72,154943.93,5551.93,38659.62,30931.87,7727.75,0,"conventional",2015,"LasVegas"
3,2016-12-04,0.97,3854099.9,674158.39,1769353.76,179768.34,1230819.41,854171.9,371804.35,4843.16,"conventional",2016,"GreatLakes"
0,2016-12-25,1.46,9541.46,1008.05,7376.5,0,1156.91,634.1,522.81,0,"organic",2016,"Detroit"
35,2015-04-26,1.16,259623.56,75695.92,62292.95,38961.11,82673.58,81554.51,978.79,140.28,"conventional",2015,"RaleighGreensboro"
50,2016-01-10,1.2,3890225.41,96952.31,2696731.85,34789.19,1061752.06,976499.36,85149.37,103.33,"conventional",2016,"Northeast"
13,2016-09-25,1.37,2834326.48,484580.09,1282328.66,144883.2,922534.53,642865.75,263775.26,15893.52,"conventional",2016,"GreatLakes"
3,2015-12-06,1.35,2211.53,294.65,0,0,1916.88,1916.88,0,0,"organic",2015,"NewOrleansMobile"
11,2017-10-15,1.76,120662.74,9351.2,52216.91,631.41,58463.22,27096.14,31344.37,22.71,"conventional",2017,"Indianapolis"
18,2015-08-23,1.62,1617.91,3,87.09,0,1527.82,1527.82,0,0,"organic",2015,"Syracuse"
42,2016-03-06,1.79,3720.67,155.88,2740.17,376.34,448.28,443.33,4.95,0,"organic",2016,"RaleighGreensboro"
48,2016-01-24,0.92,207961.33,13436.84,110261.96,30644.07,53618.46,42136.65,11481.81,0,"conventional",2016,"Charlotte"
32,2017-05-21,1.53,55027.93,3074.66,11527.34,7.95,40417.98,795.62,39622.36,0,"organic",2017,"Seattle"
17,2016-08-28,1.13,82663.2,1887.97,48991.99,614.55,31168.69,15323.61,14585.08,1260,"conventional",2016,"Louisville"
40,2017-03-26,0.81,4448.99,9.09,541.44,0,3898.46,233.33,3665.13,0,"organic",2017,"Boise"
48,2015-01-25,1.19,144301.73,1112.09,78092.72,6374.01,58722.91,54053.21,4552.75,116.95,"conventional",2015,"GrandRapids"
40,2017-03-26,1.97,20770.15,1316.49,9686.16,333.08,9434.42,9418.09,16.33,0,"organic",2017,"BaltimoreWashington"
20,2016-08-07,1.32,3614.21,1.33,1449.64,0,2163.24,866.67,1296.57,0,"organic",2016,"Louisville"
48,2017-01-29,0.76,6449698.15,4041490.37,922431.65,173874.57,1311901.56,996674.85,306892.76,8333.95,"conventional",2017,"SouthCentral"
